"year","zone","indicator","measure","value"
"2012","S01002063","Number Of All Fires","Count",6
"2011","S01002063","Number Of All Fires","Count",13
"2010","S01002063","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","244.1"
"2011","S01002063","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","673.4"
"2009","S01002063","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","174.5"
"2012","S01002063","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","167.9"
"2009","S01002063","Accidental Dwelling Fires Per 100,000 Population","Ratio","87.3"
"2010","S01002063","Accidental Dwelling Fires Per 100,000 Population","Ratio","325.5"
"2011","S01002063","Accidental Dwelling Fires Per 100,000 Population","Ratio","252.5"
"2012","S01002063","Accidental Dwelling Fires Per 100,000 Population","Ratio","251.9"
"2010","S01002064","Number Of All Fires","Count",5
"2009","S01002064","Number Of All Fires","Count",5
"2012","S01002064","Number Of All Fires","Count",2
"2011","S01002064","Number Of All Fires","Count",8
"2010","S01002064","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","244.7"
"2011","S01002064","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","87.6"
"2009","S01002064","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","162.3"
"2012","S01002064","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","169.3"
"2009","S01002064","Accidental Dwelling Fires Per 100,000 Population","Ratio","81.2"
"2010","S01002064","Accidental Dwelling Fires Per 100,000 Population","Ratio","163.1"
"2011","S01002064","Accidental Dwelling Fires Per 100,000 Population","Ratio","438.2"
"2012","S01002064","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002065","Number Of All Fires","Count",11
"2009","S01002065","Number Of All Fires","Count",8
"2012","S01002065","Number Of All Fires","Count",5
"2011","S01002065","Number Of All Fires","Count",8
"2010","S01002065","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","347.2"
"2011","S01002065","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","311.5"
"2009","S01002065","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","493.2"
"2012","S01002065","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","210.3"
"2009","S01002065","Accidental Dwelling Fires Per 100,000 Population","Ratio","123.3"
"2010","S01002065","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002065","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002065","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002066","Number Of All Fires","Count",19
"2009","S01002066","Number Of All Fires","Count",19
"2012","S01002066","Number Of All Fires","Count",36
"2011","S01002066","Number Of All Fires","Count",21
"2010","S01002066","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","579.2"
"2011","S01002066","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","825.7"
"2009","S01002066","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1050.4"
"2012","S01002066","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1462.5"
"2009","S01002066","Accidental Dwelling Fires Per 100,000 Population","Ratio",105
"2010","S01002066","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002066","Accidental Dwelling Fires Per 100,000 Population","Ratio","183.5"
"2012","S01002066","Accidental Dwelling Fires Per 100,000 Population","Ratio","365.6"
"2010","S01002067","Number Of All Fires","Count",2
"2009","S01002067","Number Of All Fires","Count",4
"2012","S01002067","Number Of All Fires","Count",0
"2011","S01002067","Number Of All Fires","Count",4
"2010","S01002067","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","131.2"
"2011","S01002067","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","226.2"
"2009","S01002067","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002067","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002067","Accidental Dwelling Fires Per 100,000 Population","Ratio","397.4"
"2010","S01002067","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002067","Accidental Dwelling Fires Per 100,000 Population","Ratio","113.1"
"2012","S01002067","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002068","Number Of All Fires","Count",6
"2009","S01002068","Number Of All Fires","Count",4
"2012","S01002068","Number Of All Fires","Count",3
"2011","S01002068","Number Of All Fires","Count",0
"2010","S01002068","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002068","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002068","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",185
"2012","S01002068","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002068","Accidental Dwelling Fires Per 100,000 Population","Ratio",185
"2010","S01002068","Accidental Dwelling Fires Per 100,000 Population","Ratio",444
"2011","S01002068","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002068","Accidental Dwelling Fires Per 100,000 Population","Ratio","209.2"
"2010","S01002069","Number Of All Fires","Count",0
"2009","S01002069","Number Of All Fires","Count",2
"2012","S01002069","Number Of All Fires","Count",0
"2011","S01002069","Number Of All Fires","Count",2
"2010","S01002069","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002069","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","155.5"
"2009","S01002069","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","325.2"
"2012","S01002069","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002069","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002069","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002069","Accidental Dwelling Fires Per 100,000 Population","Ratio","155.5"
"2012","S01002069","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002070","Number Of All Fires","Count",2
"2009","S01002070","Number Of All Fires","Count",3
"2012","S01002070","Number Of All Fires","Count",3
"2011","S01002070","Number Of All Fires","Count",3
"2010","S01002070","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002070","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002070","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","155.5"
"2012","S01002070","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002070","Accidental Dwelling Fires Per 100,000 Population","Ratio","155.5"
"2010","S01002070","Accidental Dwelling Fires Per 100,000 Population","Ratio","302.6"
"2011","S01002070","Accidental Dwelling Fires Per 100,000 Population","Ratio","448.4"
"2012","S01002070","Accidental Dwelling Fires Per 100,000 Population","Ratio","306.7"
"2010","S01002071","Number Of All Fires","Count",6
"2009","S01002071","Number Of All Fires","Count",2
"2012","S01002071","Number Of All Fires","Count",7
"2011","S01002071","Number Of All Fires","Count",2
"2010","S01002071","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","689.7"
"2011","S01002071","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","141.2"
"2009","S01002071","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002071","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","138.5"
"2009","S01002071","Accidental Dwelling Fires Per 100,000 Population","Ratio","137.4"
"2010","S01002071","Accidental Dwelling Fires Per 100,000 Population","Ratio","137.9"
"2011","S01002071","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002071","Accidental Dwelling Fires Per 100,000 Population","Ratio","415.5"
"2010","S01002072","Number Of All Fires","Count",1
"2009","S01002072","Number Of All Fires","Count",14
"2012","S01002072","Number Of All Fires","Count",4
"2011","S01002072","Number Of All Fires","Count",3
"2010","S01002072","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","85.5"
"2011","S01002072","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002072","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","854.7"
"2012","S01002072","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","173.5"
"2009","S01002072","Accidental Dwelling Fires Per 100,000 Population","Ratio","85.5"
"2010","S01002072","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002072","Accidental Dwelling Fires Per 100,000 Population","Ratio","86.1"
"2012","S01002072","Accidental Dwelling Fires Per 100,000 Population","Ratio","173.5"
"2010","S01002073","Number Of All Fires","Count",7
"2009","S01002073","Number Of All Fires","Count",2
"2012","S01002073","Number Of All Fires","Count",3
"2011","S01002073","Number Of All Fires","Count",5
"2010","S01002073","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002073","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","158.7"
"2009","S01002073","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002073","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002073","Accidental Dwelling Fires Per 100,000 Population","Ratio","250.6"
"2010","S01002073","Accidental Dwelling Fires Per 100,000 Population","Ratio","738.9"
"2011","S01002073","Accidental Dwelling Fires Per 100,000 Population","Ratio","634.9"
"2012","S01002073","Accidental Dwelling Fires Per 100,000 Population","Ratio","459.4"
"2010","S01002074","Number Of All Fires","Count",0
"2009","S01002074","Number Of All Fires","Count",1
"2012","S01002074","Number Of All Fires","Count",1
"2011","S01002074","Number Of All Fires","Count",0
"2010","S01002074","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002074","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002074","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","152.9"
"2012","S01002074","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002074","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002074","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002074","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002074","Accidental Dwelling Fires Per 100,000 Population","Ratio","145.6"
"2010","S01002075","Number Of All Fires","Count",2
"2009","S01002075","Number Of All Fires","Count",3
"2012","S01002075","Number Of All Fires","Count",1
"2011","S01002075","Number Of All Fires","Count",1
"2010","S01002075","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","107.6"
"2011","S01002075","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002075","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002075","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002075","Accidental Dwelling Fires Per 100,000 Population","Ratio","323.6"
"2010","S01002075","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002075","Accidental Dwelling Fires Per 100,000 Population","Ratio","118.1"
"2012","S01002075","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002076","Number Of All Fires","Count",10
"2009","S01002076","Number Of All Fires","Count",10
"2012","S01002076","Number Of All Fires","Count",8
"2011","S01002076","Number Of All Fires","Count",6
"2010","S01002076","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","104.9"
"2011","S01002076","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","349.2"
"2009","S01002076","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","328.9"
"2012","S01002076","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",355
"2009","S01002076","Accidental Dwelling Fires Per 100,000 Population","Ratio","219.3"
"2010","S01002076","Accidental Dwelling Fires Per 100,000 Population","Ratio","314.8"
"2011","S01002076","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002076","Accidental Dwelling Fires Per 100,000 Population","Ratio",355
"2010","S01002077","Number Of All Fires","Count",0
"2009","S01002077","Number Of All Fires","Count",1
"2012","S01002077","Number Of All Fires","Count",4
"2011","S01002077","Number Of All Fires","Count",1
"2010","S01002077","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002077","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","127.9"
"2009","S01002077","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","124.4"
"2012","S01002077","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","120.2"
"2009","S01002077","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002077","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002077","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002077","Accidental Dwelling Fires Per 100,000 Population","Ratio","240.4"
"2010","S01002078","Number Of All Fires","Count",14
"2009","S01002078","Number Of All Fires","Count",28
"2012","S01002078","Number Of All Fires","Count",11
"2011","S01002078","Number Of All Fires","Count",19
"2010","S01002078","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","486.4"
"2011","S01002078","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","710.7"
"2009","S01002078","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1260.9"
"2012","S01002078","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","395.3"
"2009","S01002078","Accidental Dwelling Fires Per 100,000 Population","Ratio",97
"2010","S01002078","Accidental Dwelling Fires Per 100,000 Population","Ratio","97.3"
"2011","S01002078","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002078","Accidental Dwelling Fires Per 100,000 Population","Ratio","197.6"
"2010","S01002079","Number Of All Fires","Count",3
"2009","S01002079","Number Of All Fires","Count",5
"2012","S01002079","Number Of All Fires","Count",7
"2011","S01002079","Number Of All Fires","Count",4
"2010","S01002079","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002079","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002079","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","105.3"
"2012","S01002079","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","91.8"
"2009","S01002079","Accidental Dwelling Fires Per 100,000 Population","Ratio","315.8"
"2010","S01002079","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002079","Accidental Dwelling Fires Per 100,000 Population","Ratio","96.9"
"2012","S01002079","Accidental Dwelling Fires Per 100,000 Population","Ratio","367.3"
"2010","S01002080","Number Of All Fires","Count",0
"2009","S01002080","Number Of All Fires","Count",1
"2012","S01002080","Number Of All Fires","Count",1
"2011","S01002080","Number Of All Fires","Count",2
"2010","S01002080","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002080","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002080","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","109.6"
"2012","S01002080","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002080","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002080","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002080","Accidental Dwelling Fires Per 100,000 Population","Ratio","200.6"
"2012","S01002080","Accidental Dwelling Fires Per 100,000 Population","Ratio","100.2"
"2010","S01002081","Number Of All Fires","Count",6
"2009","S01002081","Number Of All Fires","Count",3
"2012","S01002081","Number Of All Fires","Count",3
"2011","S01002081","Number Of All Fires","Count",3
"2010","S01002081","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","348.8"
"2011","S01002081","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002081","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","242.7"
"2012","S01002081","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002081","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002081","Accidental Dwelling Fires Per 100,000 Population","Ratio","116.3"
"2011","S01002081","Accidental Dwelling Fires Per 100,000 Population","Ratio","278.2"
"2012","S01002081","Accidental Dwelling Fires Per 100,000 Population","Ratio","143.5"
"2010","S01002082","Number Of All Fires","Count",2
"2009","S01002082","Number Of All Fires","Count",6
"2012","S01002082","Number Of All Fires","Count",0
"2011","S01002082","Number Of All Fires","Count",1
"2010","S01002082","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","107.2"
"2011","S01002082","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002082","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","435.3"
"2012","S01002082","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002082","Accidental Dwelling Fires Per 100,000 Population","Ratio","217.6"
"2010","S01002082","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002082","Accidental Dwelling Fires Per 100,000 Population","Ratio","117.8"
"2012","S01002082","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002083","Number Of All Fires","Count",5
"2009","S01002083","Number Of All Fires","Count",0
"2012","S01002083","Number Of All Fires","Count",2
"2011","S01002083","Number Of All Fires","Count",6
"2010","S01002083","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","364.3"
"2011","S01002083","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","181.2"
"2009","S01002083","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002083","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002083","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002083","Accidental Dwelling Fires Per 100,000 Population","Ratio","364.3"
"2011","S01002083","Accidental Dwelling Fires Per 100,000 Population","Ratio","724.6"
"2012","S01002083","Accidental Dwelling Fires Per 100,000 Population","Ratio","370.4"
"2010","S01002084","Number Of All Fires","Count",4
"2009","S01002084","Number Of All Fires","Count",2
"2012","S01002084","Number Of All Fires","Count",1
"2011","S01002084","Number Of All Fires","Count",4
"2010","S01002084","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","95.4"
"2011","S01002084","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","122.4"
"2009","S01002084","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002084","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002084","Accidental Dwelling Fires Per 100,000 Population","Ratio","105.2"
"2010","S01002084","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002084","Accidental Dwelling Fires Per 100,000 Population","Ratio","244.8"
"2012","S01002084","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002085","Number Of All Fires","Count",3
"2009","S01002085","Number Of All Fires","Count",13
"2012","S01002085","Number Of All Fires","Count",4
"2011","S01002085","Number Of All Fires","Count",1
"2010","S01002085","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002085","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","138.1"
"2009","S01002085","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","307.4"
"2012","S01002085","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","147.5"
"2009","S01002085","Accidental Dwelling Fires Per 100,000 Population","Ratio","204.9"
"2010","S01002085","Accidental Dwelling Fires Per 100,000 Population","Ratio","302.1"
"2011","S01002085","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002085","Accidental Dwelling Fires Per 100,000 Population","Ratio","147.5"
"2010","S01002086","Number Of All Fires","Count",12
"2009","S01002086","Number Of All Fires","Count",5
"2012","S01002086","Number Of All Fires","Count",13
"2011","S01002086","Number Of All Fires","Count",10
"2010","S01002086","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","875.9"
"2011","S01002086","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","634.9"
"2009","S01002086","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","304.4"
"2012","S01002086","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1246.1"
"2009","S01002086","Accidental Dwelling Fires Per 100,000 Population","Ratio","152.2"
"2010","S01002086","Accidental Dwelling Fires Per 100,000 Population","Ratio",146
"2011","S01002086","Accidental Dwelling Fires Per 100,000 Population","Ratio","317.5"
"2012","S01002086","Accidental Dwelling Fires Per 100,000 Population","Ratio","467.3"
"2010","S01002087","Number Of All Fires","Count",19
"2009","S01002087","Number Of All Fires","Count",22
"2012","S01002087","Number Of All Fires","Count",12
"2011","S01002087","Number Of All Fires","Count",12
"2010","S01002087","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1174.2"
"2011","S01002087","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",361
"2009","S01002087","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","984.3"
"2012","S01002087","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","433.7"
"2009","S01002087","Accidental Dwelling Fires Per 100,000 Population","Ratio",689
"2010","S01002087","Accidental Dwelling Fires Per 100,000 Population","Ratio","97.8"
"2011","S01002087","Accidental Dwelling Fires Per 100,000 Population","Ratio",361
"2012","S01002087","Accidental Dwelling Fires Per 100,000 Population","Ratio","173.5"
"2010","S01002088","Number Of All Fires","Count",3
"2009","S01002088","Number Of All Fires","Count",3
"2012","S01002088","Number Of All Fires","Count",4
"2011","S01002088","Number Of All Fires","Count",2
"2010","S01002088","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","107.9"
"2011","S01002088","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002088","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","217.2"
"2012","S01002088","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","293.5"
"2009","S01002088","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002088","Accidental Dwelling Fires Per 100,000 Population","Ratio","215.7"
"2011","S01002088","Accidental Dwelling Fires Per 100,000 Population","Ratio","103.1"
"2012","S01002088","Accidental Dwelling Fires Per 100,000 Population","Ratio","97.8"
"2010","S01002089","Number Of All Fires","Count",1
"2009","S01002089","Number Of All Fires","Count",1
"2012","S01002089","Number Of All Fires","Count",3
"2011","S01002089","Number Of All Fires","Count",1
"2010","S01002089","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002089","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002089","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","106.8"
"2012","S01002089","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","193.8"
"2009","S01002089","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002089","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002089","Accidental Dwelling Fires Per 100,000 Population","Ratio","98.7"
"2012","S01002089","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002090","Number Of All Fires","Count",2
"2009","S01002090","Number Of All Fires","Count",2
"2012","S01002090","Number Of All Fires","Count",2
"2011","S01002090","Number Of All Fires","Count",3
"2010","S01002090","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002090","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","94.3"
"2009","S01002090","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","185.5"
"2012","S01002090","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","93.7"
"2009","S01002090","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002090","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002090","Accidental Dwelling Fires Per 100,000 Population","Ratio","188.5"
"2012","S01002090","Accidental Dwelling Fires Per 100,000 Population","Ratio","93.7"
"2010","S01002091","Number Of All Fires","Count",10
"2009","S01002091","Number Of All Fires","Count",8
"2012","S01002091","Number Of All Fires","Count",6
"2011","S01002091","Number Of All Fires","Count",8
"2010","S01002091","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","168.9"
"2011","S01002091","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","243.6"
"2009","S01002091","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002091","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002091","Accidental Dwelling Fires Per 100,000 Population","Ratio","178.3"
"2010","S01002091","Accidental Dwelling Fires Per 100,000 Population","Ratio","506.8"
"2011","S01002091","Accidental Dwelling Fires Per 100,000 Population","Ratio","243.6"
"2012","S01002091","Accidental Dwelling Fires Per 100,000 Population","Ratio","134.8"
"2010","S01002092","Number Of All Fires","Count",1
"2009","S01002092","Number Of All Fires","Count",2
"2012","S01002092","Number Of All Fires","Count",5
"2011","S01002092","Number Of All Fires","Count",2
"2010","S01002092","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2011","S01002092","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002092","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002092","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002092","Accidental Dwelling Fires Per 100,000 Population","Ratio","112.6"
"2010","S01002092","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2011","S01002092","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002092","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2010","S01002093","Number Of All Fires","Count",10
"2009","S01002093","Number Of All Fires","Count",5
"2012","S01002093","Number Of All Fires","Count",6
"2011","S01002093","Number Of All Fires","Count",3
"2010","S01002093","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","193.2"
"2011","S01002093","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","102.5"
"2009","S01002093","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2012","S01002093","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio",0
"2009","S01002093","Accidental Dwelling Fires Per 100,000 Population","Ratio","196.1"
"2010","S01002093","Accidental Dwelling Fires Per 100,000 Population","Ratio","96.6"
"2011","S01002093","Accidental Dwelling Fires Per 100,000 Population","Ratio",0
"2012","S01002093","Accidental Dwelling Fires Per 100,000 Population","Ratio","307.4"
"2010","S01002094","Number Of All Fires","Count",6
"2009","S01002094","Number Of All Fires","Count",14
"2012","S01002094","Number Of All Fires","Count",3
"2011","S01002094","Number Of All Fires","Count",11
"2010","S01002094","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","417.8"
"2011","S01002094","Deliberate Fires (Excluding Chimney Fires) Per 100,000 Population","Ratio","1424.5"
